refid,refid_value,projid,tstamp,filename,venue_entity
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-11', 'name': 'Fake Journal 1'}"
24,24,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-12', 'name': 'Computers and Geosciences'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-11', 'name': 'Fake Journal 1'}"
25,25,research_reviewer_main,2025-06-24 18:45:49,raw_ref_to_json.py,"{'key': 'venue-12', 'name': 'Computers and Geosciences'}"
1,1,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
2,2,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
2,2,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
3,3,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
3,3,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
3,3,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
4,4,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
4,4,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
4,4,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
4,4,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
5,5,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
5,5,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
5,5,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
5,5,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
6,6,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
6,6,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
6,6,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
6,6,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
6,6,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
7,7,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
7,7,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
7,7,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
7,7,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
7,7,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
7,7,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
8,8,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
8,8,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
8,8,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
8,8,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
8,8,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
8,8,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
9,9,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
9,9,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
9,9,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
9,9,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
9,9,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
9,9,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
10,10,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
10,10,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
10,10,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
10,10,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
10,10,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
10,10,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
10,10,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
11,11,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
11,11,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
11,11,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
11,11,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
11,11,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
11,11,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
11,11,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
11,11,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
12,12,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
12,12,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
12,12,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
12,12,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
12,12,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
12,12,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
12,12,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
12,12,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
13,13,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
13,13,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
13,13,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
13,13,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
13,13,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
13,13,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
13,13,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
13,13,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
14,14,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
14,14,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
14,14,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
14,14,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
14,14,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
14,14,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
14,14,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
14,14,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
15,15,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
15,15,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
15,15,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
15,15,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
15,15,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
15,15,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
15,15,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
15,15,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
15,15,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
16,16,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
16,16,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
16,16,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
16,16,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
16,16,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
16,16,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
16,16,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
16,16,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
16,16,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
17,17,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
17,17,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
17,17,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
17,17,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
17,17,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
17,17,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
17,17,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
17,17,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
17,17,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
18,18,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
18,18,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
18,18,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
18,18,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
18,18,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
18,18,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
18,18,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
18,18,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
18,18,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
19,19,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
19,19,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
19,19,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
19,19,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
19,19,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
19,19,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
19,19,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
19,19,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
19,19,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
20,20,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
20,20,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
20,20,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
20,20,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
20,20,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
20,20,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
20,20,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
20,20,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
20,20,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
20,20,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
21,21,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
21,21,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
21,21,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
21,21,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
21,21,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
21,21,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
21,21,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
21,21,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
21,21,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
21,21,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
21,21,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-11', 'name': 'Fake Journal 1'}"
22,22,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
22,22,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
22,22,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
22,22,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
22,22,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
22,22,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
22,22,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
22,22,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
22,22,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
22,22,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
22,22,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-11', 'name': 'Fake Journal 1'}"
23,23,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
23,23,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
23,23,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
23,23,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
23,23,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
23,23,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-6', 'name': 'Computer'}"
23,23,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-7', 'name': 'Visual Informatics'}"
23,23,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-8', 'name': 'Computer Graphics Forum'}"
23,23,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-9', 'name': 'IEEE Pacific Symposium on Visualization'}"
23,23,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-10', 'name': 'Journal of Experimental Social Psychology'}"
23,23,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-11', 'name': 'Fake Journal 1'}"
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-1', 'name': 'Geographical Analysis'}"
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-2', 'name': 'Annals of the American Association of Geographers'}"
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-3', 'name': 'Proceedings of the ACM Conference on Human Factors in Computing Systems'}"
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-4', 'name': 'IEEE Transactions on Visualization and Computer Graphics'}"
24,24,research_reviewer_main,2025-06-24 18:51:46,raw_ref_to_json.py,"{'key': 'venue-5', 'name': 'Fake Journal 2'}"
